1,10
2,8
3,10
4,5
5,4
6,7
7,5
8,4
9,2
10,8
11,2
12,7
13,5
14,5
15,1
16,8
17,9
18,2
19,4
20,3
21,9
22,2
23,8
24,2
25,3
26,1
27,6
28,3
29,2
30,4
31,1
32,3
33,3
34,7
35,3
36,8
37,2
38,4
39,6
40,3
41,5
42,6
43,4
44,9
45,8
46,1
47,4
48,8
49,1
50,1
51,5
52,1
53,5
54,6
55,8
56,8
57,5
58,9
59,5
60,4
61,7
62,8
63,5
64,2
65,7
66,4
67,2
68,6
69,3
70,9
71,8
72,1
73,8
74,8
75,5
76,8
77,6
78,5
79,5
80,6
81,8
82,9
83,2
84,1
85,10
86,3
87,7
88,8
89,1
90,8
91,5
92,10
93,2
94,4
95,8
96,10
97,9
98,2
99,1
100,3
101,2
102,7
103,3
104,1
105,7
106,2
107,3
108,2
109,4
110,8
111,1
112,10
113,1
114,6
115,8
116,10
117,9
118,7
119,10
120,5
121,2
122,6
123,4
124,4
125,1
126,2
127,6
128,6
129,5
130,1
131,9
132,5
133,8
134,7
135,1
136,8
137,7
138,2
139,6
140,6
141,4
142,2
143,5
144,8
145,7
146,5
147,10
148,6
149,2
150,1
151,5
152,5
153,3
154,2
155,4
156,5
157,7
158,2
159,2
160,3
161,9
162,4
163,6
164,2
165,10
166,8
167,9
168,9
169,5
170,1
171,4
172,9
173,8
174,2
175,8
176,7
177,7
178,6
179,1
180,4
181,5
182,1
183,3
184,9
185,3
186,9
187,10
188,3
189,10
190,10
191,6
192,9
193,2
194,8
195,7
196,3
197,7
198,3
199,5
200,6
201,8
202,4
203,7
204,3
205,8
206,9
207,10
208,6
209,1
210,10
211,5
212,4
213,7
214,4
215,1
216,8
217,5
218,2
219,6
220,6
221,8
222,2
223,8
224,1
225,10
226,9
227,7
228,4
229,7
230,7
231,4
232,6
233,4
234,3
235,4
236,5
237,3
238,8
239,8
240,2
241,4
242,7
243,9
244,5
245,8
246,8
247,7
248,9
249,3
250,8
251,9
252,2
253,7
254,5
255,6
256,9
257,2
258,1
259,2
260,10
261,8
262,8
263,7
264,10
265,1
266,7
267,10
268,3
269,6
270,9
271,8
272,5
273,7
274,8
275,4
276,3
277,1
278,8
279,3
280,10
281,2
282,1
283,8
284,8
285,5
286,6
287,8
288,8
289,9
290,6
291,3
292,5
293,1
294,10
295,5
296,8
297,3
298,4
299,1
300,8
301,5
302,5
303,7
304,8
305,1
306,6
307,2
308,3
309,5
310,1
311,8
312,10
313,5
314,6
315,5
316,2
317,6
318,2
319,6
320,1
321,4
322,4
323,8
324,8
325,5
326,4
327,4
328,10
329,1
330,6
331,9
332,10
333,4
334,1
335,8
336,2
337,8
338,9
339,2
340,1
341,9
342,3
343,10
344,3
345,3
346,6
347,5
348,9
349,1
350,9
351,5
352,7
353,6
354,6
355,3
356,5
357,4
358,5
359,3
360,4
361,7
362,3
363,5
364,8
365,4
366,5
367,2
368,1
369,3
370,2
371,8
372,9
373,10
374,10
375,5
376,3
377,7
378,5
379,3
380,8
381,10
382,8
383,5
384,1
385,3
386,4
387,9
388,7
389,9
390,10
391,7
392,6
393,6
394,5
395,3
396,10
397,7
398,9
399,1
400,1
401,7
402,3
403,7
404,10
405,7
406,4
407,3
408,1
409,10
410,7
411,6
412,2
413,7
414,7
415,5
416,3
417,5
418,10
419,4
420,9
421,2
422,4
423,4
424,7
425,8
426,10
427,5
428,10
429,5
430,2
431,2
432,10
433,8
434,9
435,10
436,10
437,7
438,3
439,5
440,10
441,8
442,5
443,7
444,7
445,2
446,1
447,9
448,3
449,10
450,9
451,10
452,3
453,2
454,1
455,4
456,5
457,7
458,10
459,8
460,7
461,6
462,8
463,8
464,1
465,5
466,5
467,3
468,9
469,6
470,10
471,1
472,10
473,6
474,4
475,7
476,7
477,2
478,8
479,9
480,4
481,5
482,3
483,6
484,3
485,10
486,10
487,3
488,1
489,3
490,9
491,3
492,1
493,6
494,5
495,4
496,10
497,10
498,10
499,3
500,3
501,4
502,7
503,2
504,9
505,3
506,9
507,3
508,2
509,4
510,8
511,4
512,6
513,10
514,4
515,6
516,10
517,8
518,3
519,8
520,4
521,9
522,8
523,5
524,4
525,10
526,2
527,5
528,5
529,9
530,2
531,1
532,2
533,3
534,7
535,3
536,9
537,9
538,10
539,6
540,9
541,5
542,9
543,9
544,1
545,10
546,3
547,6
548,3
549,5
550,2
551,3
552,3
553,3
554,6
555,5
556,5
557,6
558,4
559,6
560,9
561,7
562,4
563,8
564,1
565,10
566,7
567,1
568,2
569,2
570,8
571,1
572,9
573,5
574,7
575,8
576,10
577,7
578,4
579,4
580,10
581,1
582,8
583,5
584,6
585,4
586,10
587,2
588,5
589,3
590,7
591,1
592,7
593,9
594,4
595,10
596,5
597,4
598,3
599,5
600,8
601,5
602,6
603,3
604,1
605,8
606,10
607,2
608,9
609,4
610,7
611,3
612,5
613,2
614,6
615,10
616,1
617,10
618,2
619,1
620,1
621,7
622,5
623,8
624,2
625,8
626,5
627,2
628,4
629,4
630,2
631,7
632,2
633,4
634,6
635,4
636,2
637,2
638,7
639,7
640,8
641,4
642,10
643,2
644,8
645,4
646,5
647,8
648,10
649,9
650,5
651,1
652,2
653,5
654,8
655,6
656,1
657,1
658,5
659,8
660,2
661,8
662,10
663,1
664,2
665,4
666,8
667,1
668,2
669,10
670,9
671,4
672,9
673,4
674,5
675,2
676,1
677,5
678,9
679,1
680,8
681,1
682,5
683,9
684,8
685,8
686,4
687,3
688,4
689,3
690,9
691,9
692,6
693,4
694,10
695,5
696,4
697,2
698,10
699,3
700,6
701,5
702,7
703,7
704,9
705,7
706,5
707,5
708,3
709,6
710,3
711,6
712,9
713,1
714,4
715,6
716,3
717,6
718,6
719,3
720,3
721,8
722,4
723,1
724,2
725,4
726,1
727,1
728,6
729,3
730,5
731,4
732,1
733,10
734,3
735,2
736,7
737,3
738,5
739,7
740,1
741,1
742,3
743,9
744,2
745,6
746,4
747,5
748,7
749,1
750,9
751,6
752,6
753,1
754,1
755,8
756,9
757,3
758,9
759,9
760,4
761,3
762,10
763,5
764,6
765,9
766,9
767,8
768,5
769,6
770,5
771,4
772,3
773,9
774,7
775,1
776,5
777,7
778,1
779,3
780,1
781,1
782,2
783,5
784,10
785,8
786,5
787,3
788,5
789,9
790,2
791,5
792,10
793,7
794,4
795,2
796,7
797,5
798,5
799,3
800,3
801,10
802,7
803,10
804,2
805,1
806,2
807,5
808,3
809,3
810,2
811,8
812,10
813,2
814,1
815,5
816,7
817,1
818,6
819,7
820,2
821,10
822,10
823,4
824,6
825,6
826,10
827,4
828,3
829,1
830,6
831,2
832,4
833,1
834,1
835,5
836,9
837,10
838,5
839,6
840,8
841,3
842,5
843,6
844,5
845,3
846,8
847,7
848,6
849,6
850,4
851,5
852,10
853,1
854,9
855,1
856,3
857,4
858,3
859,1
860,3
861,4
862,8
863,8
864,8
865,8
866,9
867,2
868,2
869,2
870,7
871,9
872,6
873,6
874,7
875,3
876,8
877,10
878,5
879,2
880,6
881,5
882,5
883,3
884,2
885,6
886,7
887,3
888,5
889,8
890,5
891,4
892,2
893,7
894,8
895,3
896,9
897,5
898,5
899,10
900,2
901,5
902,10
903,7
904,5
905,4
906,3
907,2
908,3
909,9
910,1
911,10
912,5
913,1
914,8
915,10
916,6
917,8
918,7
919,2
920,3
921,1
922,5
923,4
924,6
925,2
926,3
927,4
928,1
929,5
930,4
931,10
932,3
933,1
934,5
935,10
936,3
937,10
938,3
939,3
940,3
941,3
942,7
943,5
944,3
945,1
946,3
947,6
948,9
949,7
950,2
951,7
952,4
953,7
954,9
955,9
956,7
957,1
958,2
959,8
960,2
961,7
962,10
963,1
964,8
965,10
966,1
967,8
968,4
969,4
970,8
971,4
972,4
973,3
974,6
975,3
976,7
977,8
978,1
979,5
980,7
981,8
982,7
983,10
984,4
985,8
986,1
987,6
988,5
989,10
990,5
991,4
992,9
993,7
994,9
995,10
996,9
997,10
998,7
999,10
1000,5
1001,2
1002,7
1003,4
1004,1
1005,1
1006,6
1007,5
1008,6
1009,4
1010,4
1011,4
1012,6
1013,1
1014,6
1015,9
1016,4
1017,8
1018,6
1019,6
1020,4
1021,1
1022,9
1023,8
1024,7
1025,9
1026,1
1027,10
1028,9
1029,1
1030,3
1031,1
1032,1
1033,9
1034,1
1035,3
1036,3
1037,10
1038,7
1039,3
1040,8
1041,5
1042,6
1043,2
1044,2
1045,2
1046,9
1047,5
1048,7
1049,8
1050,4
1051,1
1052,7
1053,2
1054,2
1055,8
1056,6
1057,9
1058,2
1059,3
1060,1
1061,9
1062,5
1063,10
1064,8
1065,2
1066,4
1067,8
1068,4
1069,4
1070,2
1071,4
1072,3
1073,2
1074,5
1075,10
1076,9
1077,2
1078,9
1079,3
1080,2
1081,3
1082,8
1083,5
1084,6
1085,7
1086,4
1087,7
1088,1
1089,5
1090,10
1091,8
1092,5
1093,2
1094,1
1095,1
1096,2
1097,9
1098,3
1099,1
1100,7
1101,7
1102,10
1103,8
1104,2
1105,5
1106,3
1107,6
1108,6
1109,8
1110,1
1111,10
1112,7
1113,8
1114,2
1115,4
1116,7
1117,2
1118,4
1119,4
1120,9
1121,3
1122,3
1123,1
1124,2
1125,1
1126,5
1127,6
1128,9
1129,9
1130,3
1131,7
1132,5
1133,2
1134,5
1135,9
1136,5
1137,3
1138,4
1139,10
1140,10
1141,6
1142,8
1143,4
1144,4
1145,7
1146,7
1147,5
1148,4
1149,5
1150,6
1151,6
1152,5
1153,9
1154,9
1155,4
1156,7
1157,2
1158,2
1159,7
1160,9
1161,5
1162,9
1163,8
1164,6
1165,4
1166,9
1167,7
1168,10
1169,2
1170,10
1171,3
1172,6
1173,8
1174,3
1175,9
1176,2
1177,2
1178,6
1179,6
1180,3
1181,7
1182,5
1183,8
1184,1
1185,7
1186,3
1187,7
1188,3
1189,3
1190,6
1191,5
1192,8
1193,5
1194,1
1195,1
1196,3
1197,8
1198,9
1199,3
1200,4
1201,6
1202,10
1203,6
1204,5
1205,3
1206,1
1207,5
1208,1
1209,3
1210,5
1211,2
1212,5
1213,9
1214,10
1215,9
1216,4
1217,10
1218,1
1219,6
1220,6
1221,3
1222,5
1223,8
1224,6
1225,4
1226,2
1227,10
1228,8
1229,3
1230,8
1231,3
1232,10
1233,7
1234,4
1235,3
1236,3
1237,9
1238,8
1239,8
1240,8
1241,2
1242,9
1243,5
1244,6
1245,3
1246,10
1247,2
1248,9
1249,8
1250,5
1251,8
1252,6
1253,4
1254,7
1255,10
1256,1
1257,7
1258,5
1259,3
1260,3
1261,2
1262,9
1263,4
1264,9
1265,5
1266,7
1267,8
1268,2
1269,6
1270,9
1271,10
1272,3
1273,1
1274,8
1275,7
1276,3
1277,6
1278,10
1279,5
1280,10
1281,8
1282,3
1283,5
1284,1
1285,8
1286,10
1287,8
1288,1
1289,6
1290,2
1291,10
1292,2
1293,10
1294,10
1295,5
1296,5
1297,7
1298,6
1299,1
1300,9
1301,9
1302,1
1303,8
1304,9
1305,1
1306,4
1307,6
1308,1
1309,8
1310,6
1311,1
1312,1
1313,9
1314,8
1315,5
1316,5
1317,1
1318,4
1319,10
1320,1
1321,4
1322,9
1323,8
1324,10
1325,5
1326,2
1327,6
1328,7
1329,2
1330,1
1331,1
1332,5
1333,10
1334,2
1335,2
1336,1
1337,2
1338,8
1339,9
1340,9
1341,10
1342,9
1343,7
1344,8
1345,10
1346,3
1347,4
1348,8
1349,10
1350,10
1351,10
1352,2
1353,9
1354,8
1355,10
1356,7
1357,4
1358,4
1359,5
1360,6
1361,2
1362,5
1363,7
1364,5
1365,1
1366,10
1367,3
1368,1
1369,8
1370,1
1371,2
1372,1
1373,5
1374,6
1375,1
1376,7
1377,5
1378,4
1379,5
1380,7
1381,4
1382,9
1383,7
1384,2
1385,7
1386,9
1387,5
1388,2
1389,5
1390,8
1391,5
1392,9
1393,9
1394,3
1395,1
1396,2
1397,5
1398,10
1399,9
1400,8
1401,5
1402,7
1403,6
1404,5
1405,6
1406,4
1407,5
1408,3
1409,3
1410,5
1411,8
1412,6
1413,8
1414,5
1415,1
1416,8
1417,4
1418,2
1419,3
1420,4
1421,1
1422,7
1423,9
1424,4
1425,8
1426,6
1427,6
1428,8
1429,1
1430,5
1431,8
1432,2
1433,3
1434,8
1435,1
1436,5
1437,6
1438,1
1439,9
1440,6
1441,7
1442,1
1443,5
1444,7
1445,10
1446,7
1447,8
1448,9
1449,10
1450,4
1451,9
1452,3
1453,10
1454,4
1455,1
1456,5
1457,3
1458,1
1459,7
1460,6
1461,7
1462,4
1463,5
1464,3
1465,9
1466,1
1467,7
1468,3
1469,4
1470,1
1471,5
1472,9
1473,2
1474,1
1475,8
1476,4
1477,2
1478,5
1479,5
1480,8
1481,6
1482,1
1483,8
1484,8
1485,8
1486,8
1487,4
1488,7
1489,8
1490,5
1491,7
1492,5
1493,6
1494,6
1495,9
1496,2
1497,7
1498,5
1499,2
1500,1
1501,3
1502,2
1503,5
1504,1
1505,5
1506,6
1507,4
1508,4
1509,7
1510,8
1511,2
1512,1
1513,9
1514,9
1515,8
1516,2
1517,5
1518,1
1519,5
1520,7
1521,5
1522,1
1523,5
1524,5
1525,1
1526,7
1527,6
1528,8
1529,5
1530,5
1531,7
1532,2
1533,2
1534,3
1535,3
1536,8
1537,7
1538,6
1539,1
1540,5
1541,2
1542,5
1543,8
1544,10
1545,5
1546,3
1547,2
1548,4
1549,10
1550,5
1551,10
1552,2
1553,7
1554,10
1555,1
1556,9
1557,5
1558,10
1559,1
1560,10
1561,4
1562,8
1563,4
1564,5
1565,2
1566,3
1567,7
1568,1
1569,10
1570,4
1571,10
1572,10
1573,4
1574,8
1575,5
1576,7
1577,2
1578,5
1579,6
1580,8
1581,5
1582,10
1583,1
1584,9
1585,9
1586,9
1587,3
1588,6
1589,4
1590,10
1591,1
1592,9
1593,5
1594,4
1595,4
1596,9
1597,10
1598,6
1599,6
1600,5
1601,8
1602,7
1603,9
1604,9
1605,7
1606,1
1607,6
1608,5
1609,7
1610,4
1611,1
1612,4
1613,3
1614,6
1615,3
1616,1
1617,1
1618,8
1619,6
1620,9
1621,10
1622,3
1623,6
1624,4
1625,1
1626,7
1627,2
1628,7
1629,9
1630,2
1631,10
1632,9
1633,6
1634,6
1635,1
1636,1
1637,8
1638,3
1639,2
1640,7
1641,10
1642,5
1643,8
1644,10
1645,2
1646,3
1647,8
1648,7
1649,5
1650,6
1651,1
1652,7
1653,4
1654,6
1655,3
1656,3
1657,6
1658,7
1659,8
1660,10
1661,7
1662,8
1663,6
1664,7
1665,9
1666,6
1667,5
1668,6
1669,5
1670,1
1671,7
1672,9
1673,4
1674,1
1675,7
1676,5
1677,4
1678,8
1679,3
1680,1
1681,9
1682,3
1683,9
1684,5
1685,1
1686,9
1687,4
1688,6
1689,7
1690,10
1691,3
1692,2
1693,4
1694,2
1695,9
1696,5
1697,2
1698,3
1699,4
1700,8
1701,7
1702,5
1703,8
1704,10
1705,2
1706,1
1707,9
1708,10
1709,2
1710,8
1711,6
1712,7
1713,10
1714,10
1715,5
1716,8
1717,1
1718,10
1719,9
1720,3
1721,6
1722,2
1723,9
1724,9
1725,9
1726,9
1727,5
1728,1
1729,3
1730,2
1731,5
1732,3
1733,5
1734,1
1735,6
1736,7
1737,10
1738,2
1739,1
1740,6
1741,1
1742,2
1743,5
1744,10
1745,8
1746,2
1747,6
1748,2
1749,2
1750,8
1751,4
1752,4
1753,5
1754,7
1755,2
1756,10
1757,6
1758,4
1759,4
1760,9
1761,8
1762,4
1763,5
1764,8
1765,5
1766,6
1767,2
1768,1
1769,4
1770,9
1771,2
1772,2
1773,10
1774,5
1775,3
1776,8
1777,3
1778,10
1779,4
1780,6
1781,6
1782,3
1783,5
1784,6
1785,6
1786,10
1787,5
1788,3
1789,7
1790,9
1791,2
1792,4
1793,8
1794,8
1795,10
1796,8
1797,5
1798,7
1799,2
1800,3
1801,8
1802,7
1803,3
1804,5
1805,6
1806,8
1807,3
1808,7
1809,4
1810,4
1811,10
1812,7
1813,7
1814,5
1815,1
1816,10
1817,1
1818,4
1819,7
1820,3
1821,5
1822,5
1823,2
1824,10
1825,1
1826,3
1827,8
1828,2
1829,9
1830,4
1831,4
1832,1
1833,4
1834,10
1835,5
1836,8
1837,10
1838,3
1839,5
1840,8
1841,10
1842,8
1843,9
1844,4
1845,3
1846,1
1847,4
1848,3
1849,9
1850,4
1851,1
1852,8
1853,9
1854,9
1855,5
1856,2
1857,3
1858,9
1859,8
1860,8
1861,2
1862,6
1863,10
1864,3
1865,10
1866,5
1867,7
1868,3
1869,2
1870,9
1871,6
1872,7
1873,3
1874,5
1875,2
1876,8
1877,2
1878,7
1879,7
1880,6
1881,9
1882,1
1883,7
1884,3
1885,5
1886,3
1887,7
1888,7
1889,10
1890,2
1891,10
1892,6
1893,6
1894,1
1895,1
1896,5
1897,10
1898,1
1899,9
1900,8
1901,1
1902,5
1903,1
1904,7
1905,4
1906,2
1907,3
1908,8
1909,6
1910,5
1911,3
1912,7
1913,8
1914,6
1915,8
1916,8
1917,5
1918,8
1919,9
1920,2
1921,9
1922,6
1923,7
1924,9
1925,5
1926,8
1927,7
1928,1
1929,5
1930,8
1931,9
1932,8
1933,1
1934,10
1935,7
1936,7
1937,2
1938,7
1939,7
1940,8
1941,10
1942,1
1943,9
1944,1
1945,8
1946,1
1947,8
1948,1
1949,6
1950,9
1951,8
1952,7
1953,4
1954,3
1955,2
1956,3
1957,3
1958,3
1959,10
1960,4
1961,5
1962,3
1963,3
1964,2
1965,3
1966,7
1967,3
1968,8
1969,1
1970,4
1971,10
1972,2
1973,5
1974,8
1975,2
1976,4
1977,3
1978,3
1979,4
1980,9
1981,9
1982,9
1983,3
1984,3
1985,9
1986,5
1987,8
1988,4
1989,4
1990,3
1991,5
1992,10
1993,6
1994,1
1995,8
1996,10
1997,10
1998,5
1999,10
2000,2
2001,7
2002,10
2003,2
2004,7
2005,5
2006,4
2007,9
2008,5
2009,7
2010,5
2011,2
2012,9
2013,10
2014,2
2015,8
2016,4
2017,1
2018,8
2019,2
2020,2
2021,10
2022,2
2023,2
2024,2
2025,8
2026,3
2027,2
2028,6
2029,7
2030,4
2031,4
2032,10
2033,6
2034,1
2035,6
2036,4
2037,1
2038,10
2039,10
2040,5
2041,6
2042,5
2043,10
2044,7
2045,8
2046,10
2047,1
2048,10
2049,3
2050,3
2051,5
2052,4
2053,8
2054,10
2055,1
2056,9
2057,6
2058,3
2059,10
2060,5
2061,1
2062,4
2063,7
2064,5
2065,5
2066,2
2067,4
2068,9
2069,6
2070,8
2071,8
2072,8
2073,7
2074,2
2075,5
2076,4
2077,6
2078,1
2079,1
2080,7
2081,4
2082,8
2083,4
2084,8
2085,9
2086,10
2087,7
2088,3
2089,10
2090,3
2091,8
2092,1
2093,10
2094,10
2095,4
2096,7
2097,1
2098,4
2099,9
2100,9
2101,9
2102,8
2103,9
2104,10
2105,9
2106,5
2107,8
2108,5
2109,1
2110,1
2111,6
2112,10
2113,3
2114,2
2115,9
2116,5
2117,4
2118,4
2119,2
2120,10
2121,5
2122,5
2123,7
2124,9
2125,8
2126,9
2127,9
2128,3
2129,3
2130,1
2131,9
2132,8
2133,10
2134,3
2135,3
2136,1
2137,1
2138,3
2139,8
2140,2
2141,8
2142,7
2143,3
2144,7
2145,9
2146,5
2147,5
2148,2
2149,4
2150,3
2151,8
2152,10
2153,7
2154,6
2155,5
2156,1
2157,6
2158,4
2159,4
2160,2
2161,2
2162,8
2163,1
2164,10
2165,3
2166,9
2167,4
2168,3
2169,3
2170,9
2171,5
2172,9
2173,2
2174,2
2175,10
2176,3
2177,7
2178,2
2179,7
2180,2
2181,6
2182,4
2183,8
2184,3
2185,6
2186,4
2187,10
2188,7
2189,2
2190,2
2191,2
2192,6
2193,10
2194,9
2195,9
2196,3
2197,4
2198,10
2199,1
2200,10
2201,10
2202,1
2203,9
2204,7
2205,2
2206,10
2207,9
2208,7
2209,2
2210,5
2211,3
2212,10
2213,3
2214,2
2215,3
2216,9
2217,1
2218,8
2219,10
2220,4
2221,9
2222,10
2223,8
2224,2
2225,7
2226,3
2227,8
2228,5
2229,2
2230,10
2231,2
2232,6
2233,4
2234,9
2235,8
2236,1
2237,9
2238,1
2239,6
2240,1
2241,2
2242,10
2243,1
2244,9
2245,6
2246,5
2247,1
2248,3
2249,9
2250,7
2251,8
2252,5
2253,10
2254,7
2255,8
2256,6
2257,1
2258,9
2259,9
2260,3
2261,8
2262,9
2263,4
2264,5
2265,2
2266,1
2267,10
2268,1
2269,1
2270,10
2271,1
2272,1
2273,9
2274,10
2275,6
2276,7
2277,5
2278,7
2279,3
2280,3
2281,1
2282,8
2283,9
2284,2
2285,4
2286,7
2287,5
2288,4
2289,5
2290,10
2291,3
2292,6
2293,3
2294,7
2295,3
2296,3
2297,8
2298,9
2299,9
2300,4
2301,10
2302,1
2303,5
2304,10
2305,6
2306,1
2307,2
2308,9
2309,6
2310,4
2311,10
2312,1
2313,6
2314,10
2315,8
2316,9
2317,8
2318,8
2319,7
2320,1
2321,3
2322,9
2323,1
2324,8
2325,2
2326,9
2327,10
2328,1
2329,8
2330,3
2331,9
2332,5
2333,8
2334,6
2335,9
2336,1
2337,6
2338,10
2339,7
2340,4
2341,9
2342,5
2343,7
2344,8
2345,9
2346,3
2347,6
2348,6
2349,1
2350,4
2351,10
2352,9
2353,8
2354,1
2355,4
2356,9
2357,9
2358,1
2359,8
2360,9
2361,1
2362,8
2363,7
2364,9
2365,5
2366,6
2367,4
2368,5
2369,1
2370,7
2371,6
2372,1
2373,10
2374,3
2375,9
2376,7
2377,8
